model,target_variable,forecast_date,target_end_date,horizon,location,location_name,wis,sharpness,underprediction,overprediction,ae_median,bias,cov_50,cov_95,n_quantiles
epiforecasts-EpiNow2,inc death,2023-11-27,2023-12-02,1,DK,Denmark,10,4,6,0,21,-0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2023-11-13,2023-12-09,4,DK,Denmark,45,8,37,0,80,-0.9,0,1,23
EuroCOVIDhub-baseline,inc death,2023-11-20,2023-12-09,3,DK,Denmark,42,8,34,0,73,-0.9,0,1,23
EuroCOVIDhub-baseline,inc death,2023-11-27,2023-12-09,2,DK,Denmark,67,4,64,0,93,-1,0,0,23
EuroCOVIDhub-baseline,inc death,2023-12-04,2023-12-09,1,DK,Denmark,72,3,70,0,93,-1,0,0,23
EuroCOVIDhub-ensemble,inc death,2023-11-13,2023-12-09,4,DK,Denmark,44,7,37,0,76,-0.9,0,1,23
Lydia-SARIMA,inc death,2023-11-13,2023-12-09,4,DK,Denmark,43,7,36,0,72,-0.9,0,1,23
Lydia-SARIMA,inc death,2023-11-20,2023-12-09,3,DK,Denmark,40,8,32,0,67,-0.9,0,1,23
Lydia-SARIMA,inc death,2023-11-27,2023-12-09,2,DK,Denmark,40,7,34,0,63,-1,0,0,23
Lydia-SARIMA,inc death,2023-12-04,2023-12-09,1,DK,Denmark,46,5,41,0,65,-1,0,0,23
Lydia-simpleARIMA,inc death,2023-11-13,2023-12-09,4,DK,Denmark,43,8,36,0,72,-0.9,0,1,23
Lydia-simpleARIMA,inc death,2023-11-20,2023-12-09,3,DK,Denmark,41,8,33,0,68,-0.9,0,1,23
Lydia-simpleARIMA,inc death,2023-11-27,2023-12-09,2,DK,Denmark,40,7,33,0,63,-1,0,0,23
Lydia-simpleARIMA,inc death,2023-12-04,2023-12-09,1,DK,Denmark,47,5,42,0,65,-1,0,0,23
epiforecasts-EpiNow2,inc death,2023-11-13,2023-12-09,4,DK,Denmark,63,3,59,0,82,-1,0,0,23
epiforecasts-EpiNow2,inc death,2023-11-20,2023-12-09,3,DK,Denmark,48,5,43,0,77,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2023-11-27,2023-12-09,2,DK,Denmark,53,4,48,0,80,-1,0,0,23
EuroCOVIDhub-baseline,inc death,2023-11-20,2023-12-16,4,DK,Denmark,54,9,45,0,90,-0.9,0,1,23
EuroCOVIDhub-baseline,inc death,2023-11-27,2023-12-16,3,DK,Denmark,80,4,76,0,110,-1,0,0,23
EuroCOVIDhub-baseline,inc death,2023-12-04,2023-12-16,2,DK,Denmark,85,4,81,0,110,-1,0,0,23
EuroCOVIDhub-baseline,inc death,2023-12-11,2023-12-16,1,DK,Denmark,89,3,87,0,110,-1,0,0,23
Lydia-SARIMA,inc death,2023-11-27,2023-12-16,3,DK,Denmark,50,8,43,0,80,-1,0,0,23
Lydia-SARIMA,inc death,2023-12-04,2023-12-16,2,DK,Denmark,56,7,49,0,80,-1,0,0,23
Lydia-SARIMA,inc death,2023-12-11,2023-12-16,1,DK,Denmark,64,5,59,0,83,-1,0,0,23
Lydia-simpleARIMA,inc death,2023-11-27,2023-12-16,3,DK,Denmark,50,8,42,0,79,-1,0,0,23
Lydia-simpleARIMA,inc death,2023-12-04,2023-12-16,2,DK,Denmark,55,7,49,0,80,-1,0,0,23
Lydia-simpleARIMA,inc death,2023-12-11,2023-12-16,1,DK,Denmark,65,5,60,0,83,-1,0,0,23
epiforecasts-EpiNow2,inc death,2023-11-20,2023-12-16,4,DK,Denmark,60,5,55,0,94,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2023-11-27,2023-12-16,3,DK,Denmark,66,5,61,0,98,-1,0,0,23
epiforecasts-weeklygrowth,inc death,2023-12-11,2023-12-16,1,DK,Denmark,59,9,50,0,100,-0.9,0,1,23
EuroCOVIDhub-baseline,inc death,2023-11-27,2023-12-23,4,DK,Denmark,42,5,37,0,72,-0.9,0,1,23
EuroCOVIDhub-baseline,inc death,2023-12-04,2023-12-23,3,DK,Denmark,44,4,40,0,72,-0.9,0,1,23
EuroCOVIDhub-baseline,inc death,2023-12-11,2023-12-23,2,DK,Denmark,47,4,43,0,72,-1,0,0,23
Lydia-SARIMA,inc death,2023-12-04,2023-12-23,3,DK,Denmark,21,8,13,0,40,-0.7,0,1,23
Lydia-SARIMA,inc death,2023-12-11,2023-12-23,2,DK,Denmark,24,7,17,0,43,-0.9,0,1,23
Lydia-simpleARIMA,inc death,2023-12-04,2023-12-23,3,DK,Denmark,21,8,13,0,40,-0.7,0,1,23
Lydia-simpleARIMA,inc death,2023-12-11,2023-12-23,2,DK,Denmark,24,7,18,0,43,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2023-11-27,2023-12-23,4,DK,Denmark,33,5,28,0,59,-0.9,0,1,23
EuroCOVIDhub-baseline,inc death,2023-12-04,2023-12-30,4,DK,Denmark,16,5,11,0,35,-0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2023-12-11,2023-12-30,3,DK,Denmark,17,4,12,0,35,-0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2023-12-25,2023-12-30,1,DK,Denmark,4,4,0,0,1,-0.1,1,1,23
Lydia-SARIMA,inc death,2023-12-11,2023-12-30,3,DK,Denmark,8,8,0,0,4,-0.1,1,1,23
Lydia-SARIMA,inc death,2023-12-25,2023-12-30,1,DK,Denmark,6,5,0,1,6,0.2,1,1,23
Lydia-simpleARIMA,inc death,2023-12-11,2023-12-30,3,DK,Denmark,8,8,0,0,4,-0.1,1,1,23
Lydia-simpleARIMA,inc death,2023-12-25,2023-12-30,1,DK,Denmark,5,5,0,0,5,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2023-12-11,2024-01-06,4,DK,Denmark,15,5,11,0,34,-0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2023-12-25,2024-01-06,2,DK,Denmark,5,5,0,0,0,0,1,1,23
EuroCOVIDhub-baseline,inc death,2024-01-01,2024-01-06,1,DK,Denmark,4,4,0,0,0,0,1,1,23
Lydia-SARIMA,inc death,2023-12-25,2024-01-06,2,DK,Denmark,7,7,0,0,6,0.2,1,1,23
Lydia-SARIMA,inc death,2024-01-01,2024-01-06,1,DK,Denmark,6,5,0,1,6,0.2,1,1,23
Lydia-simpleARIMA,inc death,2023-12-25,2024-01-06,2,DK,Denmark,7,7,0,0,5,0.2,1,1,23
Lydia-simpleARIMA,inc death,2024-01-01,2024-01-06,1,DK,Denmark,6,5,0,1,7,0.3,1,1,23
epiforecasts-weeklygrowth,inc death,2024-01-01,2024-01-06,1,DK,Denmark,16,15,0,0,8,-0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2023-12-25,2024-01-13,3,DK,Denmark,7,6,0,1,8,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-01-01,2024-01-13,2,DK,Denmark,6,5,0,1,8,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-01-08,2024-01-13,1,DK,Denmark,5,4,0,1,8,0.4,1,1,23
Lydia-SARIMA,inc death,2023-12-25,2024-01-13,3,DK,Denmark,10,8,0,2,15,0.3,1,1,23
Lydia-SARIMA,inc death,2024-01-01,2024-01-13,2,DK,Denmark,9,7,0,2,14,0.4,1,1,23
Lydia-SARIMA,inc death,2024-01-08,2024-01-13,1,DK,Denmark,7,5,0,2,11,0.4,1,1,23
Lydia-simpleARIMA,inc death,2023-12-25,2024-01-13,3,DK,Denmark,10,8,0,2,13,0.3,1,1,23
Lydia-simpleARIMA,inc death,2024-01-01,2024-01-13,2,DK,Denmark,9,7,0,2,14,0.4,1,1,23
Lydia-simpleARIMA,inc death,2024-01-08,2024-01-13,1,DK,Denmark,7,5,0,2,11,0.4,1,1,23
EuroCOVIDhub-baseline,inc death,2023-12-25,2024-01-20,4,DK,Denmark,11,7,0,4,20,0.5,1,1,23
EuroCOVIDhub-baseline,inc death,2024-01-01,2024-01-20,3,DK,Denmark,11,6,0,5,20,0.5,1,1,23
EuroCOVIDhub-baseline,inc death,2024-01-08,2024-01-20,2,DK,Denmark,11,5,0,6,20,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-15,2024-01-20,1,DK,Denmark,12,4,0,8,21,0.7,0,1,23
Lydia-SARIMA,inc death,2024-01-01,2024-01-20,3,DK,Denmark,14,8,0,6,26,0.5,1,1,23
Lydia-SARIMA,inc death,2024-01-08,2024-01-20,2,DK,Denmark,12,7,0,6,23,0.6,0,1,23
Lydia-SARIMA,inc death,2024-01-15,2024-01-20,1,DK,Denmark,37,5,0,32,55,1,0,0,23
Lydia-simpleARIMA,inc death,2024-01-01,2024-01-20,3,DK,Denmark,14,8,0,6,26,0.5,1,1,23
Lydia-simpleARIMA,inc death,2024-01-08,2024-01-20,2,DK,Denmark,13,7,0,6,24,0.6,0,1,23
Lydia-simpleARIMA,inc death,2024-01-15,2024-01-20,1,DK,Denmark,37,5,0,32,55,1,0,0,23
EuroCOVIDhub-baseline,inc death,2024-01-01,2024-01-27,4,DK,Denmark,14,7,0,7,26,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-08,2024-01-27,3,DK,Denmark,14,7,0,7,26,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-15,2024-01-27,2,DK,Denmark,15,6,0,9,27,0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-22,2024-01-27,1,DK,Denmark,16,4,0,11,27,0.8,0,1,23
Lydia-SARIMA,inc death,2024-01-08,2024-01-27,3,DK,Denmark,15,8,0,7,30,0.6,0,1,23
Lydia-SARIMA,inc death,2024-01-15,2024-01-27,2,DK,Denmark,34,7,0,27,56,0.9,0,1,23
Lydia-SARIMA,inc death,2024-01-22,2024-01-27,1,DK,Denmark,66,5,0,61,84,1,0,0,23
Lydia-simpleARIMA,inc death,2024-01-08,2024-01-27,3,DK,Denmark,16,8,0,7,30,0.6,0,1,23
Lydia-simpleARIMA,inc death,2024-01-15,2024-01-27,2,DK,Denmark,34,7,0,27,56,0.9,0,1,23
Lydia-simpleARIMA,inc death,2024-01-22,2024-01-27,1,DK,Denmark,66,5,0,61,84,1,0,0,23
epiforecasts-EpiNow2,inc death,2024-01-22,2024-01-27,1,DK,Denmark,12,8,0,4,19,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-08,2024-02-03,4,DK,Denmark,17,7,0,10,33,0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-15,2024-02-03,3,DK,Denmark,18,7,0,11,34,0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-22,2024-02-03,2,DK,Denmark,19,6,0,13,34,0.8,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-29,2024-02-03,1,DK,Denmark,20,4,0,16,34,0.9,0,1,23
Lydia-SARIMA,inc death,2024-01-15,2024-02-03,3,DK,Denmark,34,8,0,26,59,0.9,0,1,23
Lydia-SARIMA,inc death,2024-01-22,2024-02-03,2,DK,Denmark,62,7,0,55,86,1,0,0,23
Lydia-SARIMA,inc death,2024-01-29,2024-02-03,1,DK,Denmark,59,5,0,54,78,1,0,0,23
Lydia-simpleARIMA,inc death,2024-01-15,2024-02-03,3,DK,Denmark,34,8,0,26,59,0.9,0,1,23
Lydia-simpleARIMA,inc death,2024-01-22,2024-02-03,2,DK,Denmark,62,7,0,55,87,1,0,0,23
Lydia-simpleARIMA,inc death,2024-01-29,2024-02-03,1,DK,Denmark,59,5,0,54,78,1,0,0,23
epiforecasts-EpiNow2,inc death,2024-01-22,2024-02-03,2,DK,Denmark,17,8,0,8,25,0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-01-29,2024-02-03,1,DK,Denmark,13,7,0,5,19,0.8,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-15,2024-02-10,4,DK,Denmark,14,8,0,7,27,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-22,2024-02-10,3,DK,Denmark,14,7,0,8,27,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-29,2024-02-10,2,DK,Denmark,15,6,0,9,27,0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2024-02-05,2024-02-10,1,DK,Denmark,16,4,0,11,27,0.8,0,1,23
Lydia-SARIMA,inc death,2024-01-22,2024-02-10,3,DK,Denmark,47,9,0,39,75,0.9,0,1,23
Lydia-SARIMA,inc death,2024-01-29,2024-02-10,2,DK,Denmark,46,7,0,39,70,1,0,0,23
Lydia-simpleARIMA,inc death,2024-01-22,2024-02-10,3,DK,Denmark,47,9,0,39,75,0.9,0,1,23
Lydia-simpleARIMA,inc death,2024-01-29,2024-02-10,2,DK,Denmark,46,7,0,39,71,1,0,0,23
epiforecasts-EpiNow2,inc death,2024-01-22,2024-02-10,3,DK,Denmark,11,8,0,3,16,0.5,1,1,23
epiforecasts-EpiNow2,inc death,2024-01-29,2024-02-10,2,DK,Denmark,9,7,0,2,11,0.4,1,1,23
EuroCOVIDhub-baseline,inc death,2024-01-22,2024-02-17,4,DK,Denmark,17,8,0,10,33,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-29,2024-02-17,3,DK,Denmark,18,7,0,11,33,0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2024-02-05,2024-02-17,2,DK,Denmark,18,6,0,13,33,0.8,0,1,23
EuroCOVIDhub-baseline,inc death,2024-02-12,2024-02-17,1,DK,Denmark,4,4,0,1,6,0.3,1,1,23
Lydia-SARIMA,inc death,2024-01-29,2024-02-17,3,DK,Denmark,44,8,0,36,72,0.9,0,1,23
Lydia-simpleARIMA,inc death,2024-01-29,2024-02-17,3,DK,Denmark,44,9,0,36,72,0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-01-22,2024-02-17,4,DK,Denmark,14,9,0,5,20,0.7,0,1,23
epiforecasts-EpiNow2,inc death,2024-01-29,2024-02-17,3,DK,Denmark,10,7,0,4,15,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-01-29,2024-02-24,4,DK,Denmark,17,8,0,10,33,0.6,0,1,23
EuroCOVIDhub-baseline,inc death,2024-02-05,2024-02-24,3,DK,Denmark,18,7,0,11,33,0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2024-02-12,2024-02-24,2,DK,Denmark,5,5,0,1,6,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-19,2024-02-24,1,DK,Denmark,4,4,0,1,6,0.3,1,1,23
epiforecasts-EpiNow2,inc death,2024-01-29,2024-02-24,4,DK,Denmark,10,8,0,3,14,0.5,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-05,2024-03-02,4,DK,Denmark,18,8,0,11,35,0.7,0,1,23
EuroCOVIDhub-baseline,inc death,2024-02-12,2024-03-02,3,DK,Denmark,6,5,0,1,8,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-19,2024-03-02,2,DK,Denmark,6,5,0,1,8,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-26,2024-03-02,1,DK,Denmark,5,4,0,1,8,0.4,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-12,2024-03-09,4,DK,Denmark,7,6,0,1,7,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-19,2024-03-09,3,DK,Denmark,6,5,0,1,7,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-26,2024-03-09,2,DK,Denmark,5,5,0,1,7,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-04,2024-03-09,1,DK,Denmark,5,4,0,1,7,0.4,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-19,2024-03-16,4,DK,Denmark,7,6,0,1,9,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-26,2024-03-16,3,DK,Denmark,6,5,0,1,9,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-04,2024-03-16,2,DK,Denmark,6,5,0,1,9,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-11,2024-03-16,1,DK,Denmark,2,2,0,0,3,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-02-26,2024-03-23,4,DK,Denmark,7,6,0,1,9,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-04,2024-03-23,3,DK,Denmark,6,5,0,1,9,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-11,2024-03-23,2,DK,Denmark,3,3,0,0,3,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-18,2024-03-23,1,DK,Denmark,2,2,0,0,3,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-04,2024-03-30,4,DK,Denmark,7,6,0,1,10,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-11,2024-03-30,3,DK,Denmark,4,4,0,0,4,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-18,2024-03-30,2,DK,Denmark,3,3,0,0,4,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-25,2024-03-30,1,DK,Denmark,3,2,0,1,4,0.4,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-11,2024-04-06,4,DK,Denmark,5,5,0,0,3,0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-18,2024-04-06,3,DK,Denmark,4,4,0,0,3,0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-25,2024-04-06,2,DK,Denmark,3,3,0,0,3,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-01,2024-04-06,1,DK,Denmark,2,2,0,0,3,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-18,2024-04-13,4,DK,Denmark,5,5,0,0,4,0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-25,2024-04-13,3,DK,Denmark,4,4,0,0,4,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-01,2024-04-13,2,DK,Denmark,3,3,0,0,4,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-08,2024-04-13,1,DK,Denmark,3,2,0,1,4,0.4,1,1,23
EuroCOVIDhub-baseline,inc death,2024-03-25,2024-04-20,4,DK,Denmark,5,5,0,0,3,0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-01,2024-04-20,3,DK,Denmark,4,4,0,0,3,0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-08,2024-04-20,2,DK,Denmark,3,3,0,0,3,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-15,2024-04-20,1,DK,Denmark,2,2,0,0,0,0,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-01,2024-04-27,4,DK,Denmark,5,5,0,0,5,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-08,2024-04-27,3,DK,Denmark,4,4,0,0,5,0.2,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-15,2024-04-27,2,DK,Denmark,3,3,0,0,2,0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-22,2024-04-27,1,DK,Denmark,2,2,0,0,2,0.3,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-08,2024-05-04,4,DK,Denmark,5,5,0,0,3,0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-15,2024-05-04,3,DK,Denmark,3,3,0,0,0,0,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-22,2024-05-04,2,DK,Denmark,3,3,0,0,0,0,1,1,23
ISI-BLModel,inc death,2024-04-29,2024-05-04,1,DK,Denmark,3,3,0,0,1,0.1,1,1,23
ISI-SMtrend,inc death,2024-04-29,2024-05-04,1,DK,Denmark,0,0,0,0,1,-0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-15,2024-05-11,4,DK,Denmark,4,4,0,0,1,0.1,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-22,2024-05-11,3,DK,Denmark,3,3,0,0,1,0.1,1,1,23
ISI-BLModel,inc death,2024-04-29,2024-05-11,2,DK,Denmark,3,3,0,0,2,0.2,1,1,23
ISI-SMtrend,inc death,2024-04-29,2024-05-11,2,DK,Denmark,0,0,0,0,0,0,1,1,23
ISI-SMtrend,inc death,2024-05-06,2024-05-11,1,DK,Denmark,0,0,0,0,0,0,1,1,23
EuroCOVIDhub-baseline,inc death,2024-04-22,2024-05-18,4,DK,Denmark,4,4,0,0,2,0.1,1,1,23
ISI-BLModel,inc death,2024-04-29,2024-05-18,3,DK,Denmark,3,3,0,0,3,0.3,1,1,23
ISI-SMtrend,inc death,2024-04-29,2024-05-18,3,DK,Denmark,1,0,0,0,1,0.5,1,1,23
ISI-SMtrend,inc death,2024-05-06,2024-05-18,2,DK,Denmark,1,0,0,0,1,0.5,1,1,23
ISI-BLModel,inc death,2024-04-29,2024-05-25,4,DK,Denmark,3,2,0,0,3,0.3,1,1,23
ISI-SMtrend,inc death,2024-04-29,2024-05-25,4,DK,Denmark,1,0,0,0,1,0.5,1,1,23
ISI-SMtrend,inc death,2024-05-06,2024-05-25,3,DK,Denmark,1,0,0,0,1,0.5,1,1,23
epiforecasts-EpiNow2,inc death,2024-05-20,2024-05-25,1,DK,Denmark,0,0,0,0,0,0,1,1,23
epiforecasts-tsensemble,inc death,2024-05-20,2024-05-25,1,DK,Denmark,1,0,0,0,1,0.3,1,1,23
ISI-SMtrend,inc death,2024-05-06,2024-06-01,4,DK,Denmark,0,0,0,0,0,0,1,1,23
epiforecasts-EpiNow2,inc death,2024-05-20,2024-06-01,2,DK,Denmark,1,0,0,0,1,-0.3,1,1,23
epiforecasts-EpiNow2,inc death,2024-05-27,2024-06-01,1,DK,Denmark,1,0,0,0,1,-0.2,1,1,23
epiforecasts-tsensemble,inc death,2024-05-20,2024-06-01,2,DK,Denmark,0,0,0,0,0,0,1,1,23
epiforecasts-tsensemble,inc death,2024-05-27,2024-06-01,1,DK,Denmark,0,0,0,0,0,0,1,1,23
epiforecasts-EpiNow2,inc death,2024-05-20,2024-06-08,3,DK,Denmark,1,0,0,0,1,-0.3,1,1,23
epiforecasts-EpiNow2,inc death,2024-05-27,2024-06-08,2,DK,Denmark,1,0,0,0,1,-0.3,1,1,23
epiforecasts-EpiNow2,inc death,2024-06-03,2024-06-08,1,DK,Denmark,1,0,0,0,1,-0.2,1,1,23
epiforecasts-tsensemble,inc death,2024-05-20,2024-06-08,3,DK,Denmark,0,0,0,0,0,0,1,1,23
epiforecasts-tsensemble,inc death,2024-05-27,2024-06-08,2,DK,Denmark,0,0,0,0,0,0,1,1,23
epiforecasts-EpiNow2,inc death,2024-05-20,2024-06-15,4,DK,Denmark,2,0,2,0,4,-0.8,0,1,23
epiforecasts-EpiNow2,inc death,2024-05-27,2024-06-15,3,DK,Denmark,2,0,2,0,4,-0.8,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-03,2024-06-15,2,DK,Denmark,2,0,2,0,4,-0.8,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-10,2024-06-15,1,DK,Denmark,2,1,1,0,4,-0.6,0,1,23
epiforecasts-tsensemble,inc death,2024-05-20,2024-06-15,4,DK,Denmark,2,0,1,0,3,-0.8,0,1,23
epiforecasts-tsensemble,inc death,2024-05-27,2024-06-15,3,DK,Denmark,2,0,1,0,3,-0.8,0,1,23
epiforecasts-EpiNow2,inc death,2024-05-27,2024-06-22,4,DK,Denmark,4,0,3,0,6,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-03,2024-06-22,3,DK,Denmark,3,0,3,0,6,-0.8,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-10,2024-06-22,2,DK,Denmark,3,1,2,0,6,-0.8,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-17,2024-06-22,1,DK,Denmark,3,1,2,0,6,-0.7,0,1,23
epiforecasts-tsensemble,inc death,2024-05-27,2024-06-22,4,DK,Denmark,3,0,3,0,5,-1,0,0,23
epiforecasts-EpiNow2,inc death,2024-06-03,2024-06-29,4,DK,Denmark,2,0,2,0,4,-0.7,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-10,2024-06-29,3,DK,Denmark,2,1,1,0,4,-0.6,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-17,2024-06-29,2,DK,Denmark,2,1,1,0,4,-0.6,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-24,2024-06-29,1,DK,Denmark,2,1,1,0,4,-0.6,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-10,2024-07-06,4,DK,Denmark,2,1,2,0,5,-0.7,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-17,2024-07-06,3,DK,Denmark,2,1,2,0,5,-0.6,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-24,2024-07-06,2,DK,Denmark,2,1,2,0,5,-0.6,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-01,2024-07-06,1,DK,Denmark,2,1,2,0,5,-0.7,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-17,2024-07-13,4,DK,Denmark,8,1,7,0,13,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-24,2024-07-13,3,DK,Denmark,7,1,6,0,13,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-01,2024-07-13,2,DK,Denmark,8,1,7,0,13,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-08,2024-07-13,1,DK,Denmark,4,2,2,0,8,-0.6,0,1,23
epiforecasts-tsensemble,inc death,2024-07-08,2024-07-13,1,DK,Denmark,5,1,3,0,8,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-06-24,2024-07-20,4,DK,Denmark,12,1,11,0,19,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-01,2024-07-20,3,DK,Denmark,12,1,11,0,19,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-08,2024-07-20,2,DK,Denmark,7,2,5,0,13,-0.7,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-15,2024-07-20,1,DK,Denmark,6,2,4,0,13,-0.7,0,1,23
epiforecasts-tsensemble,inc death,2024-07-08,2024-07-20,2,DK,Denmark,9,1,7,0,15,-0.9,0,1,23
epiforecasts-tsensemble,inc death,2024-07-15,2024-07-20,1,DK,Denmark,9,1,8,0,15,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-01,2024-07-27,4,DK,Denmark,9,1,8,0,16,-0.9,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-08,2024-07-27,3,DK,Denmark,5,3,2,0,9,-0.5,1,1,23
epiforecasts-EpiNow2,inc death,2024-07-15,2024-07-27,2,DK,Denmark,5,3,2,0,9,-0.4,1,1,23
epiforecasts-EpiNow2,inc death,2024-07-22,2024-07-27,1,DK,Denmark,5,2,3,0,10,-0.6,0,1,23
epiforecasts-tsensemble,inc death,2024-07-08,2024-07-27,3,DK,Denmark,6,2,4,0,11,-0.8,0,1,23
epiforecasts-tsensemble,inc death,2024-07-15,2024-07-27,2,DK,Denmark,6,2,4,0,11,-0.8,0,1,23
epiforecasts-tsensemble,inc death,2024-07-22,2024-07-27,1,DK,Denmark,6,2,4,0,12,-0.8,0,1,23
epiforecasts-EpiNow2,inc death,2024-07-08,2024-08-03,4,DK,Denmark,4,4,1,0,7,-0.3,1,1,23
epiforecasts-EpiNow2,inc death,2024-07-15,2024-08-03,3,DK,Denmark,5,4,1,0,6,-0.3,1,1,23
epiforecasts-EpiNow2,inc death,2024-07-22,2024-08-03,2,DK,Denmark,5,3,2,0,8,-0.4,1,1,23
epiforecasts-EpiNow2,inc death,2024-07-29,2024-08-03,1,DK,Denmark,5,2,3,0,10,-0.6,0,1,23
epiforecasts-tsensemble,inc death,2024-07-08,2024-08-03,4,DK,Denmark,5,2,3,0,10,-0.6,0,1,23
