model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
EuroCOVIDhub-median,inc death,1,BE,10,7,2,2,0.5,15,0.74,0.88,1,0.01,1,25,Belgium
IEM_Health-CovidProject,inc death,1,BE,13,6,4,4,0.65,21,1,0.56,0.88,0.04,1,25,Belgium
ILM-EKF,inc death,1,BE,18,16,0,2,0.89,15,0.75,1,1,0.11,1,25,Belgium
LANL-GrowthRate,inc death,1,BE,14,4,5,5,0.69,21,1.03,0.29,0.83,-0.11,1,24,Belgium
RobertWalraven-ESG,inc death,1,BE,12,8,2,2,0.57,17,0.85,0.8,1,0.01,1,25,Belgium
USC-SIkJalpha,inc death,1,BE,14,5,3,7,0.72,18,0.92,0.28,0.48,0.1,1,25,Belgium
epiforecasts-EpiNow2,inc death,1,BE,17,7,1,8,0.76,25,1.18,0.5,0.92,0.26,1,24,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,35,28,2,5,1,35,1,0.96,1,0.08,1,24,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,14,9,1,3,0.38,19,0.54,0.83,1,0.11,1,24,Belgium
EuroCOVIDhub-mean,inc death,2,BE,14,9,1,3,0.39,19,0.54,0.83,1,0.11,1,24,Belgium
EuroCOVIDhub-median,inc death,2,BE,14,8,2,4,0.37,19,0.53,0.79,1,0.06,1,24,Belgium
IEM_Health-CovidProject,inc death,2,BE,22,8,7,8,0.6,34,0.91,0.46,0.88,0.1,1,24,Belgium
ILM-EKF,inc death,2,BE,22,18,0,3,0.59,23,0.61,0.92,1,0.19,1,24,Belgium
Imperial-DeCa,inc death,1,BE,21,2,18,1,0.92,27,1.19,0.16,0.42,-0.51,1,19,Belgium
Imperial-RtI0,inc death,1,BE,33,4,29,0,1.36,44,1.88,0.21,0.58,-0.74,1,19,Belgium
Imperial-sbkp,inc death,1,BE,21,3,16,2,0.83,29,1.19,0.26,0.68,-0.45,1,19,Belgium
LANL-GrowthRate,inc death,2,BE,20,5,9,6,0.52,30,0.78,0.35,0.78,-0.19,1,23,Belgium
RobertWalraven-ESG,inc death,2,BE,17,10,4,3,0.43,26,0.64,0.79,1,-0.04,1,24,Belgium
USC-SIkJalpha,inc death,2,BE,20,6,3,12,0.55,25,0.69,0.42,0.58,0.3,1,24,Belgium
epiforecasts-EpiNow2,inc death,2,BE,22,10,0,12,0.55,35,0.88,0.57,0.96,0.36,1,23,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,48,40,1,6,1,50,1,0.96,1,0.1,1,23,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,19,12,2,6,0.37,26,0.52,0.78,0.96,0.15,1,23,Belgium
EuroCOVIDhub-mean,inc death,3,BE,19,12,2,6,0.37,26,0.5,0.78,0.96,0.15,1,23,Belgium
EuroCOVIDhub-median,inc death,3,BE,18,11,2,6,0.35,26,0.51,0.74,0.96,0.13,1,23,Belgium
IEM_Health-CovidProject,inc death,3,BE,32,11,8,13,0.6,49,0.9,0.3,0.83,0.17,1,23,Belgium
ILM-EKF,inc death,3,BE,29,21,0,8,0.54,36,0.64,0.74,1,0.27,1,23,Belgium
LANL-GrowthRate,inc death,3,BE,25,7,10,9,0.47,38,0.68,0.45,0.77,-0.14,1,22,Belgium
RobertWalraven-ESG,inc death,3,BE,22,12,7,3,0.37,33,0.52,0.78,1,-0.06,1,23,Belgium
USC-SIkJalpha,inc death,3,BE,29,6,3,19,0.54,36,0.66,0.35,0.43,0.42,1,23,Belgium
epiforecasts-EpiNow2,inc death,3,BE,33,15,0,18,0.57,50,0.85,0.5,0.91,0.37,1,22,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,60,51,2,8,1,66,1,1,1,0.1,1,22,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,25,15,3,7,0.37,38,0.52,0.64,1,0.19,1,22,Belgium
EuroCOVIDhub-mean,inc death,4,BE,26,16,3,7,0.38,38,0.53,0.68,1,0.22,1,22,Belgium
EuroCOVIDhub-median,inc death,4,BE,24,13,4,7,0.35,36,0.5,0.59,1,0.11,1,22,Belgium
IEM_Health-CovidProject,inc death,4,BE,47,14,12,20,0.68,70,0.99,0.32,0.77,0.2,1,22,Belgium
ILM-EKF,inc death,4,BE,42,26,1,15,0.58,62,0.79,0.55,1,0.31,1,22,Belgium
LANL-GrowthRate,inc death,4,BE,34,9,13,12,0.47,48,0.63,0.43,0.71,-0.04,1,21,Belgium
RobertWalraven-ESG,inc death,4,BE,25,14,10,2,0.33,39,0.46,0.77,1,-0.09,1,22,Belgium
UMass-MechBayes,inc death,1,BE,9,6,2,1,0.48,14,0.8,0.59,1,-0.13,1,22,Belgium
USC-SIkJalpha,inc death,4,BE,33,8,4,20,0.48,42,0.57,0.27,0.59,0.18,1,22,Belgium
epiforecasts-EpiNow2,inc death,4,BE,48,22,0,25,0.63,71,0.85,0.43,1,0.31,1,21,Belgium
EuroCOVIDhub-relative_skill_weighted_mean,inc death,1,BE,9,6,1,3,0.57,13,0.82,0.86,1,0.11,1,21,Belgium
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,1,BE,9,6,1,3,0.58,13,0.83,0.76,1,0.12,1,21,Belgium
EuroCOVIDhub-relative_skill_weighted_median,inc death,1,BE,9,5,1,2,0.53,12,0.76,0.86,1,0.07,1,21,Belgium
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,1,BE,9,5,1,3,0.54,12,0.77,0.81,1,0.09,1,21,Belgium
LANL-GrowthRate,inc death,5,BE,44,11,15,18,NA,64,NA,0.15,0.7,0.08,1,20,Belgium
UMass-MechBayes,inc death,2,BE,12,8,3,1,0.34,17,0.53,0.76,0.95,-0.15,1,21,Belgium
USC-SIkJalpha,inc death,5,BE,40,10,7,23,NA,48,NA,0.29,0.48,0.18,1,21,Belgium
EuroCOVIDhub-relative_skill_weighted_mean,inc death,2,BE,12,8,0,4,0.39,15,0.53,0.8,0.95,0.18,1,20,Belgium
EuroCOVIDhub-relative_skill_weighted_median,inc death,2,BE,12,7,0,4,0.37,15,0.51,0.8,0.95,0.16,1,20,Belgium
LANL-GrowthRate,inc death,6,BE,51,13,13,24,NA,74,NA,0.21,0.63,0.1,1,19,Belgium
UMass-MechBayes,inc death,3,BE,16,9,5,1,0.33,18,0.42,0.55,1,-0.18,1,20,Belgium
EuroCOVIDhub-relative_skill_weighted_mean,inc death,3,BE,17,10,0,7,0.38,23,0.53,0.74,0.95,0.23,1,19,Belgium
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,2,BE,12,7,0,5,0.4,16,0.55,0.79,0.95,0.19,1,19,Belgium
EuroCOVIDhub-relative_skill_weighted_median,inc death,3,BE,16,9,0,7,0.36,24,0.55,0.74,0.95,0.21,1,19,Belgium
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,2,BE,11,6,0,5,0.38,15,0.53,0.79,0.95,0.18,1,19,Belgium
UMass-MechBayes,inc death,4,BE,15,11,4,1,0.26,16,0.28,0.68,1,-0.2,1,19,Belgium
EuroCOVIDhub-relative_skill_weighted_mean,inc death,4,BE,21,12,0,9,0.4,32,0.58,0.72,1,0.28,1,18,Belgium
EuroCOVIDhub-relative_skill_weighted_median,inc death,4,BE,20,10,1,9,0.37,32,0.6,0.56,1,0.22,1,18,Belgium
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,3,BE,16,7,0,8,0.4,23,0.58,0.71,0.94,0.21,1,17,Belgium
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,3,BE,16,6,1,9,0.4,24,0.61,0.71,0.88,0.2,1,17,Belgium
MUNI-ARIMA,inc death,1,BE,11,6,2,3,0.81,15,1.1,0.65,0.94,-0.14,1,17,Belgium
MUNI-ARIMA,inc death,2,BE,16,10,1,4,0.6,23,0.86,0.62,1,-0.06,1,16,Belgium
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,4,BE,20,7,1,12,0.43,31,0.64,0.67,0.87,0.25,1,15,Belgium
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,4,BE,22,6,1,15,0.47,34,0.7,0.47,0.8,0.19,1,15,Belgium
MUNI-ARIMA,inc death,3,BE,19,13,2,4,0.63,26,0.88,0.71,1,-0.06,1,14,Belgium
MUNI-ARIMA,inc death,4,BE,22,16,2,4,0.68,30,0.89,0.85,1,-0.07,1,13,Belgium
Karlen-pypm,inc death,1,BE,5,3,1,1,0.63,7,0.87,0.43,1,-0.14,1,7,Belgium
Karlen-pypm,inc death,2,BE,7,4,1,2,0.57,12,0.93,0.5,1,-0.05,1,6,Belgium
Karlen-pypm,inc death,3,BE,13,6,2,5,0.89,22,1.65,0.2,1,0.08,1,5,Belgium
Karlen-pypm,inc death,4,BE,32,13,2,17,1.72,54,2.89,0.25,0.75,0.23,1,4,Belgium
EuroCOVIDhub-baseline,inc case,1,BG,1334,173,561,600,1,1876,1,0.28,0.96,0.09,1,25,Bulgaria
EuroCOVIDhub-ensemble,inc case,1,BG,727,528,98,101,0.48,993,0.48,0.76,1,-0.1,1,25,Bulgaria
EuroCOVIDhub-mean,inc case,1,BG,724,534,81,109,0.48,992,0.48,0.76,1,-0.07,1,25,Bulgaria
EuroCOVIDhub-median,inc case,1,BG,680,431,89,160,0.46,1026,0.49,0.64,1,-0.09,1,25,Bulgaria
IEM_Health-CovidProject,inc case,1,BG,1263,577,262,423,0.89,2104,1.06,0.4,0.88,0.03,1,25,Bulgaria
ILM-EKF,inc case,1,BG,1008,391,131,486,0.75,1574,0.82,0.52,0.92,-0.04,1,25,Bulgaria
LANL-GrowthRate,inc case,1,BG,893,766,109,18,0.56,968,0.44,0.79,1,-0.34,1,24,Bulgaria
USC-SIkJalpha,inc case,1,BG,1506,747,574,185,0.84,1541,0.65,0.4,0.56,-0.02,1,25,Bulgaria
epiforecasts-EpiNow2,inc case,1,BG,702,439,16,247,0.47,965,0.47,0.72,1,0.06,1,25,Bulgaria
EuroCOVIDhub-baseline,inc case,2,BG,2504,358,945,1201,1,3542,1,0.38,0.79,0.14,1,24,Bulgaria
EuroCOVIDhub-ensemble,inc case,2,BG,1463,795,248,420,0.51,2469,0.59,0.62,0.88,-0.02,1,24,Bulgaria
EuroCOVIDhub-mean,inc case,2,BG,1423,810,178,435,0.48,2429,0.57,0.62,0.96,0.01,1,24,Bulgaria
EuroCOVIDhub-median,inc case,2,BG,1384,688,240,456,0.49,2191,0.52,0.58,0.88,-0.05,1,24,Bulgaria
IEM_Health-CovidProject,inc case,2,BG,2560,846,556,1158,0.97,4015,1.02,0.33,0.71,0.09,1,24,Bulgaria
ILM-EKF,inc case,2,BG,2191,716,288,1187,0.75,3441,0.82,0.42,0.83,-0.06,1,24,Bulgaria
LANL-GrowthRate,inc case,2,BG,1273,897,165,211,0.46,1539,0.38,0.65,0.91,-0.26,1,23,Bulgaria
USC-SIkJalpha,inc case,2,BG,2025,894,886,245,0.65,2004,0.48,0.42,0.5,-0.07,1,24,Bulgaria
epiforecasts-EpiNow2,inc case,2,BG,1762,888,60,814,0.67,2722,0.72,0.54,0.96,-0.01,1,24,Bulgaria
EuroCOVIDhub-baseline,inc case,3,BG,3440,514,1025,1901,1,4932,1,0.35,0.78,0.17,1,23,Bulgaria
EuroCOVIDhub-ensemble,inc case,3,BG,2630,1179,397,1054,0.66,4242,0.7,0.43,0.91,0.02,1,23,Bulgaria
EuroCOVIDhub-mean,inc case,3,BG,2522,1209,246,1067,0.59,4187,0.68,0.43,0.96,0.07,1,23,Bulgaria
EuroCOVIDhub-median,inc case,3,BG,2540,1046,425,1069,0.64,4016,0.65,0.48,0.87,-0.04,1,23,Bulgaria
IEM_Health-CovidProject,inc case,3,BG,4307,1207,858,2242,1.2,6642,1.2,0.3,0.52,0.1,1,23,Bulgaria
ILM-EKF,inc case,3,BG,3913,1172,517,2223,0.86,5665,0.85,0.48,0.74,-0.08,1,23,Bulgaria
LANL-GrowthRate,inc case,3,BG,1999,1067,394,538,0.55,2873,0.52,0.68,0.86,-0.15,1,22,Bulgaria
USC-SIkJalpha,inc case,3,BG,2485,1031,1127,327,0.67,2751,0.5,0.39,0.39,-0.13,1,23,Bulgaria
epiforecasts-EpiNow2,inc case,3,BG,3493,1509,162,1822,1.01,5364,1.04,0.52,0.87,-0.07,1,23,Bulgaria
EuroCOVIDhub-baseline,inc case,4,BG,4089,644,884,2561,1,5840,1,0.36,0.73,0.19,1,22,Bulgaria
EuroCOVIDhub-ensemble,inc case,4,BG,4321,1719,712,1890,0.92,6476,0.92,0.32,0.91,0.09,1,22,Bulgaria
EuroCOVIDhub-mean,inc case,4,BG,4088,1772,426,1890,0.79,6240,0.83,0.36,0.91,0.12,1,22,Bulgaria
EuroCOVIDhub-median,inc case,4,BG,4190,1523,761,1906,0.9,6634,0.91,0.41,0.82,-0.03,1,22,Bulgaria
IEM_Health-CovidProject,inc case,4,BG,6319,1731,987,3601,1.4,9423,1.36,0.23,0.41,0.16,1,22,Bulgaria
ILM-EKF,inc case,4,BG,6499,1897,891,3711,1.18,9399,1.16,0.36,0.73,-0.1,1,22,Bulgaria
LANL-GrowthRate,inc case,4,BG,2929,1171,804,954,0.74,4436,0.7,0.43,0.81,-0.01,1,21,Bulgaria
USC-SIkJalpha,inc case,4,BG,3081,1289,1377,415,0.77,3671,0.58,0.41,0.41,-0.17,1,22,Bulgaria
epiforecasts-EpiNow2,inc case,4,BG,5142,2132,354,2656,1.19,7915,1.23,0.45,0.82,-0.15,1,22,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean,inc case,1,BG,501,380,45,76,0.49,630,0.45,0.81,0.95,-0.07,1,21,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,1,BG,493,374,41,78,0.48,629,0.45,0.81,1,-0.06,1,21,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median,inc case,1,BG,455,298,59,99,0.45,602,0.42,0.62,1,-0.1,1,21,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,1,BG,432,302,55,75,0.43,578,0.41,0.76,1,-0.11,1,21,Bulgaria
LANL-GrowthRate,inc case,5,BG,3769,1234,1108,1426,NA,5490,NA,0.25,0.8,0.17,1,20,Bulgaria
USC-SIkJalpha,inc case,5,BG,3484,1551,1409,525,NA,4568,NA,0.38,0.38,-0.19,1,21,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean,inc case,2,BG,836,490,127,219,0.49,1282,0.53,0.6,0.9,-0.01,1,20,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median,inc case,2,BG,790,425,208,157,0.48,1163,0.49,0.6,0.9,-0.14,1,20,Bulgaria
LANL-GrowthRate,inc case,6,BG,4441,1341,1161,1939,NA,6676,NA,0.16,0.79,0.28,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean,inc case,3,BG,1256,609,288,359,0.59,2005,0.65,0.47,0.84,0,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,2,BG,643,378,133,132,0.48,942,0.5,0.68,0.95,-0.07,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median,inc case,3,BG,1213,532,489,193,0.6,1661,0.55,0.58,0.84,-0.19,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,2,BG,664,332,227,105,0.51,923,0.5,0.63,0.89,-0.2,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean,inc case,4,BG,1804,713,565,526,0.77,2600,0.72,0.33,0.83,0.03,1,18,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median,inc case,4,BG,1913,603,943,366,0.88,2565,0.77,0.44,0.78,-0.14,1,18,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,3,BG,823,358,341,124,0.53,1185,0.54,0.59,0.82,-0.1,1,17,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,3,BG,939,326,563,50,0.62,1211,0.56,0.59,0.76,-0.32,1,17,Bulgaria
MUNI-ARIMA,inc case,1,BG,327,144,73,111,0.55,483,0.56,0.71,0.94,-0.03,1,17,Bulgaria
MUNI-ARIMA,inc case,2,BG,511,287,165,59,0.48,803,0.52,0.75,1,-0.16,1,16,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,4,BG,1181,332,707,142,0.7,1563,0.64,0.47,0.8,-0.14,1,15,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,4,BG,1487,252,1143,92,0.89,1881,0.78,0.47,0.73,-0.33,1,15,Bulgaria
RobertWalraven-ESG,inc case,1,BG,576,134,442,1,1.2,1623,0.82,0.48,0.68,-0.45,1,25,Bulgaria
MUNI-ARIMA,inc case,3,BG,723,390,313,20,0.51,1160,0.59,0.79,1,-0.28,1,14,Bulgaria
RobertWalraven-ESG,inc case,2,BG,1125,144,981,1,1.1,2917,0.76,0.46,0.58,-0.46,1,24,Bulgaria
MUNI-ARIMA,inc case,4,BG,995,469,512,15,0.59,1719,0.74,0.69,1,-0.34,1,13,Bulgaria
RobertWalraven-ESG,inc case,3,BG,1558,156,1402,0,1.09,3878,0.74,0.43,0.61,-0.46,1,23,Bulgaria
RobertWalraven-ESG,inc case,4,BG,2073,172,1901,0,1.21,4718,0.77,0.5,0.64,-0.41,1,22,Bulgaria
Karlen-pypm,inc case,1,BG,837,307,61,469,1.09,1386,1.14,0.57,1,0.09,1,7,Bulgaria
Karlen-pypm,inc case,2,BG,2043,422,268,1353,1.01,3075,1.03,0.17,0.83,-0.12,1,6,Bulgaria
Karlen-pypm,inc case,3,BG,3042,588,714,1740,0.93,4663,1.02,0,0.8,-0.38,1,5,Bulgaria
Karlen-pypm,inc case,4,BG,1896,473,1423,0,0.43,3390,0.56,0.25,1,-0.7,1,4,Bulgaria
EuroCOVIDhub-baseline,inc death,1,BG,45,7,18,19,1,65,1,0.2,0.96,0.16,1,25,Bulgaria
EuroCOVIDhub-ensemble,inc death,1,BG,30,19,6,5,0.59,35,0.43,0.6,1,-0.08,1,25,Bulgaria
EuroCOVIDhub-mean,inc death,1,BG,30,19,6,5,0.59,36,0.46,0.64,1,-0.1,1,25,Bulgaria
EuroCOVIDhub-median,inc death,1,BG,29,18,6,6,0.57,36,0.42,0.6,1,-0.13,1,25,Bulgaria
IEM_Health-CovidProject,inc death,1,BG,51,30,13,8,1.06,70,0.95,0.56,0.92,-0.09,1,25,Bulgaria
ILM-EKF,inc death,1,BG,37,29,2,6,0.76,40,0.5,0.92,1,0.02,1,25,Bulgaria
LANL-GrowthRate,inc death,1,BG,48,8,23,16,0.95,70,0.94,0.17,0.71,-0.35,1,24,Bulgaria
RobertWalraven-ESG,inc death,1,BG,36,9,24,3,0.72,50,0.68,0.36,0.8,-0.45,1,25,Bulgaria
USC-SIkJalpha,inc death,1,BG,40,15,13,11,0.75,42,0.48,0.32,0.4,0.01,1,25,Bulgaria
epiforecasts-EpiNow2,inc death,1,BG,45,22,5,17,0.88,68,0.87,0.48,0.96,-0.03,1,25,Bulgaria
EuroCOVIDhub-baseline,inc death,2,BG,72,15,21,35,1,110,1,0.29,0.92,0.17,1,24,Bulgaria
EuroCOVIDhub-ensemble,inc death,2,BG,41,24,6,12,0.46,58,0.38,0.75,0.96,-0.05,1,24,Bulgaria
EuroCOVIDhub-mean,inc death,2,BG,41,24,6,12,0.46,59,0.39,0.75,1,-0.04,1,24,Bulgaria
EuroCOVIDhub-median,inc death,2,BG,43,23,6,15,0.46,65,0.39,0.67,0.96,-0.09,1,24,Bulgaria
IEM_Health-CovidProject,inc death,2,BG,78,44,17,17,1,104,0.88,0.54,0.88,0.07,1,24,Bulgaria
ILM-EKF,inc death,2,BG,53,32,2,18,0.56,71,0.43,0.79,1,0.01,1,24,Bulgaria
Imperial-DeCa,inc death,1,BG,49,3,29,17,1.13,60,0.91,0.05,0.33,-0.17,1,21,Bulgaria
Imperial-RtI0,inc death,1,BG,32,8,17,7,0.81,46,0.78,0.38,0.76,-0.1,1,21,Bulgaria
Imperial-sbkp,inc death,1,BG,38,6,12,20,0.85,52,0.77,0.29,0.52,0.1,1,21,Bulgaria
LANL-GrowthRate,inc death,2,BG,77,10,36,30,0.86,110,0.74,0.17,0.7,-0.46,1,23,Bulgaria
RobertWalraven-ESG,inc death,2,BG,42,11,28,3,0.56,56,0.5,0.5,0.79,-0.36,1,24,Bulgaria
USC-SIkJalpha,inc death,2,BG,43,22,11,10,0.48,50,0.32,0.25,0.46,0,1,24,Bulgaria
epiforecasts-EpiNow2,inc death,2,BG,64,27,3,33,0.62,90,0.52,0.62,0.92,0.03,1,24,Bulgaria
EuroCOVIDhub-baseline,inc death,3,BG,98,21,22,56,1,151,1,0.35,0.87,0.18,1,23,Bulgaria
EuroCOVIDhub-ensemble,inc death,3,BG,60,32,7,21,0.49,88,0.44,0.65,0.96,0.02,1,23,Bulgaria
EuroCOVIDhub-mean,inc death,3,BG,58,32,5,21,0.46,87,0.43,0.65,1,0.04,1,23,Bulgaria
EuroCOVIDhub-median,inc death,3,BG,65,30,8,26,0.48,97,0.43,0.61,0.96,-0.07,1,23,Bulgaria
IEM_Health-CovidProject,inc death,3,BG,115,61,21,33,1.1,156,0.96,0.57,0.87,0.16,1,23,Bulgaria
ILM-EKF,inc death,3,BG,87,39,6,43,0.58,137,0.56,0.57,0.96,-0.05,1,23,Bulgaria
LANL-GrowthRate,inc death,3,BG,93,16,36,41,0.72,136,0.62,0.36,0.73,-0.39,1,22,Bulgaria
RobertWalraven-ESG,inc death,3,BG,51,12,30,8,0.52,72,0.47,0.48,0.7,-0.34,1,23,Bulgaria
USC-SIkJalpha,inc death,3,BG,55,28,14,12,0.47,65,0.33,0.39,0.52,-0.03,1,23,Bulgaria
epiforecasts-EpiNow2,inc death,3,BG,99,42,3,55,0.6,147,0.52,0.65,0.96,-0.01,1,23,Bulgaria
EuroCOVIDhub-baseline,inc death,4,BG,129,26,25,78,1,191,1,0.36,0.77,0.25,1,22,Bulgaria
EuroCOVIDhub-ensemble,inc death,4,BG,92,45,11,36,0.56,143,0.54,0.64,0.91,0.04,1,22,Bulgaria
EuroCOVIDhub-mean,inc death,4,BG,89,45,7,36,0.51,141,0.52,0.64,1,0.06,1,22,Bulgaria
EuroCOVIDhub-median,inc death,4,BG,94,43,12,39,0.54,150,0.53,0.55,0.91,-0.09,1,22,Bulgaria
IEM_Health-CovidProject,inc death,4,BG,168,83,27,58,1.19,247,1.11,0.5,0.82,0.23,1,22,Bulgaria
ILM-EKF,inc death,4,BG,150,53,12,84,0.72,232,0.72,0.5,0.95,-0.08,1,22,Bulgaria
LANL-GrowthRate,inc death,4,BG,104,25,32,48,0.61,158,0.53,0.29,0.76,-0.41,1,21,Bulgaria
RobertWalraven-ESG,inc death,4,BG,68,14,39,15,0.52,96,0.47,0.55,0.68,-0.27,1,22,Bulgaria
UMass-MechBayes,inc death,1,BG,20,15,4,1,0.55,21,0.45,0.68,0.95,-0.19,1,22,Bulgaria
USC-SIkJalpha,inc death,4,BG,84,41,27,16,0.57,103,0.41,0.36,0.5,-0.06,1,22,Bulgaria
epiforecasts-EpiNow2,inc death,4,BG,149,65,4,80,0.65,218,0.56,0.64,1,-0.11,1,22,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean,inc death,1,BG,18,14,3,1,0.57,16,0.39,0.67,1,-0.13,1,21,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,1,BG,19,15,3,1,0.59,16,0.39,0.67,1,-0.11,1,21,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median,inc death,1,BG,17,13,3,0,0.54,14,0.34,0.67,1,-0.2,1,21,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,1,BG,18,14,3,0,0.57,15,0.34,0.67,1,-0.17,1,21,Bulgaria
LANL-GrowthRate,inc death,5,BG,108,33,25,49,NA,166,NA,0.35,0.8,-0.17,1,20,Bulgaria
UMass-MechBayes,inc death,2,BG,22,15,5,3,0.41,26,0.33,0.62,0.9,-0.23,1,21,Bulgaria
USC-SIkJalpha,inc death,5,BG,101,57,26,17,NA,132,NA,0.38,0.57,-0.17,1,21,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean,inc death,2,BG,22,16,4,2,0.45,26,0.38,0.75,1,-0.13,1,20,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median,inc death,2,BG,21,15,5,1,0.42,24,0.35,0.7,0.95,-0.17,1,20,Bulgaria
LANL-GrowthRate,inc death,6,BG,119,39,22,58,NA,182,NA,0.42,0.79,0.02,1,19,Bulgaria
UMass-MechBayes,inc death,3,BG,32,15,11,6,0.43,44,0.4,0.3,0.8,-0.29,1,20,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean,inc death,3,BG,30,19,7,4,0.47,44,0.47,0.63,1,-0.1,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,2,BG,19,13,5,2,0.46,25,0.41,0.79,1,-0.14,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median,inc death,3,BG,29,16,10,3,0.46,41,0.43,0.68,0.89,-0.19,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,2,BG,17,11,5,1,0.41,20,0.33,0.74,0.95,-0.17,1,19,Bulgaria
UMass-MechBayes,inc death,4,BG,43,16,18,9,0.52,60,0.48,0.32,0.74,-0.25,1,19,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean,inc death,4,BG,42,22,11,9,0.56,64,0.58,0.61,1,-0.06,1,18,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median,inc death,4,BG,40,17,17,6,0.56,57,0.54,0.56,0.89,-0.16,1,18,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,3,BG,25,11,10,5,0.51,42,0.53,0.53,1,-0.15,1,17,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,3,BG,25,8,13,4,0.51,37,0.48,0.59,0.82,-0.22,1,17,Bulgaria
MUNI-ARIMA,inc death,1,BG,19,10,2,7,0.86,32,0.82,0.47,1,0.15,1,17,Bulgaria
MUNI-ARIMA,inc death,2,BG,30,14,5,11,0.86,48,0.81,0.5,1,0.12,1,16,Bulgaria
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,4,BG,31,11,13,7,0.54,48,0.56,0.6,1,-0.22,1,15,Bulgaria
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,4,BG,34,7,21,5,0.61,48,0.57,0.6,0.8,-0.31,1,15,Bulgaria
MUNI-ARIMA,inc death,3,BG,40,17,13,11,0.92,61,0.88,0.64,1,-0.03,1,14,Bulgaria
MUNI-ARIMA,inc death,4,BG,44,20,15,8,0.87,61,0.81,0.69,0.92,-0.03,1,13,Bulgaria
Karlen-pypm,inc death,1,BG,9,8,0,1,0.52,5,0.16,0.86,1,0.06,1,7,Bulgaria
Karlen-pypm,inc death,2,BG,14,10,2,2,0.35,20,0.29,0.67,1,0.05,1,6,Bulgaria
Karlen-pypm,inc death,3,BG,23,14,4,5,0.33,40,0.37,0.8,1,-0.12,1,5,Bulgaria
Karlen-pypm,inc death,4,BG,28,13,15,0,0.27,46,0.3,0.5,1,-0.52,1,4,Bulgaria
EuroCOVIDhub-baseline,inc case,1,CH,1085,320,518,246,1,1622,1,0.28,1,-0.06,1,25,Switzerland
EuroCOVIDhub-ensemble,inc case,1,CH,965,517,265,183,0.88,1334,0.82,0.56,1,-0.08,1,25,Switzerland
EuroCOVIDhub-mean,inc case,1,CH,990,585,206,200,0.91,1350,0.83,0.6,1,-0.03,1,25,Switzerland
