weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,compare_against,mean_scores_ratio,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-baseline,inc case,4,LI,1,1,EuroCOVIDhub-baseline,1,0.16,0.37,-0.49,19,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,4,LI,1.12,0.88,EuroCOVIDhub-All_relative_skill_weighted_median,0.75,0.33,0.83,-0.28,18,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,4,LI,1.12,0.88,EuroCOVIDhub-All_relative_skill_weighted_mean,0.8,0.33,0.83,-0.28,18,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,4,LI,1.12,0.88,EuroCOVIDhub-median,0.84,0.33,0.83,-0.28,18,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,4,LI,1.12,0.88,EuroCOVIDhub-baseline,0.86,0.33,0.83,-0.28,18,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,4,LI,1.12,0.88,EuroCOVIDhub-mean,1,0.33,0.83,-0.28,18,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,4,LI,1.16,1.04,EuroCOVIDhub-All_relative_skill_weighted_median,0.89,0.22,0.61,-0.57,18,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,4,LI,1.16,1.04,EuroCOVIDhub-All_relative_skill_weighted_mean,0.94,0.22,0.61,-0.57,18,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,4,LI,1.16,1.04,EuroCOVIDhub-baseline,1.02,0.22,0.61,-0.57,18,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,4,LI,1.16,1.04,EuroCOVIDhub-mean,1.19,0.22,0.61,-0.57,18,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,4,LI,1.16,1.04,EuroCOVIDhub-median,1,0.22,0.61,-0.57,18,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,LI,1.21,0.89,EuroCOVIDhub-baseline,0.88,0.14,0.93,-0.04,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,LI,1.21,0.89,EuroCOVIDhub-All_relative_skill_weighted_median,0.92,0.14,0.93,-0.04,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,LI,1.21,0.89,EuroCOVIDhub-mean,1.17,0.14,0.93,-0.04,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,LI,1.21,0.89,EuroCOVIDhub-median,1,0.14,0.93,-0.04,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,LI,1.21,0.89,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.14,0.93,-0.04,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,LI,1.24,0.96,EuroCOVIDhub-baseline,0.96,0.14,0.86,-0.08,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,LI,1.24,0.96,EuroCOVIDhub-mean,1.27,0.14,0.86,-0.08,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,LI,1.24,0.96,EuroCOVIDhub-All_relative_skill_weighted_mean,1.09,0.14,0.86,-0.08,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,LI,1.24,0.96,EuroCOVIDhub-median,1.08,0.14,0.86,-0.08,14,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,LI,1.24,0.96,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.14,0.86,-0.08,14,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,3,LI,1,1,EuroCOVIDhub-mean,1.31,0.15,0.3,-0.46,20,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,3,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.13,0.15,0.3,-0.46,20,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,3,LI,1,1,EuroCOVIDhub-median,1.12,0.15,0.3,-0.46,20,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,3,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.04,0.15,0.3,-0.46,20,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,3,LI,1,1,EuroCOVIDhub-baseline,1,0.15,0.3,-0.46,20,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,3,LI,1.05,0.76,EuroCOVIDhub-baseline,0.76,0.16,0.89,-0.21,19,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,3,LI,1.05,0.76,EuroCOVIDhub-All_relative_skill_weighted_median,0.78,0.16,0.89,-0.21,19,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,3,LI,1.05,0.76,EuroCOVIDhub-All_relative_skill_weighted_mean,0.85,0.16,0.89,-0.21,19,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,3,LI,1.05,0.76,EuroCOVIDhub-median,0.85,0.16,0.89,-0.21,19,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,3,LI,1.05,0.76,EuroCOVIDhub-mean,1,0.16,0.89,-0.21,19,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,3,LI,1.12,0.89,EuroCOVIDhub-baseline,0.89,0.21,0.68,-0.41,19,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,3,LI,1.12,0.89,EuroCOVIDhub-All_relative_skill_weighted_median,0.93,0.21,0.68,-0.41,19,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,3,LI,1.12,0.89,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.21,0.68,-0.41,19,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,3,LI,1.12,0.89,EuroCOVIDhub-mean,1.17,0.21,0.68,-0.41,19,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,3,LI,1.12,0.89,EuroCOVIDhub-median,1,0.21,0.68,-0.41,19,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LI,1.03,0.85,EuroCOVIDhub-baseline,0.85,0.62,0.94,0.18,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LI,1.03,0.85,EuroCOVIDhub-All_relative_skill_weighted_median,1.1,0.62,0.94,0.18,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LI,1.03,0.85,EuroCOVIDhub-median,1.07,0.62,0.94,0.18,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LI,1.03,0.85,EuroCOVIDhub-mean,1.01,0.62,0.94,0.18,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LI,1.03,0.85,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.62,0.94,0.18,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LI,0.97,0.77,EuroCOVIDhub-baseline,0.77,0.5,0.88,0.09,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LI,0.97,0.77,EuroCOVIDhub-median,0.97,0.5,0.88,0.09,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LI,0.97,0.77,EuroCOVIDhub-mean,0.92,0.5,0.88,0.09,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LI,0.97,0.77,EuroCOVIDhub-All_relative_skill_weighted_mean,0.91,0.5,0.88,0.09,16,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LI,0.97,0.77,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.5,0.88,0.09,16,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,1,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.29,0.14,0.59,-0.35,22,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,1,LI,1,1,EuroCOVIDhub-median,1.25,0.14,0.59,-0.35,22,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,1,LI,1,1,EuroCOVIDhub-mean,1.19,0.14,0.59,-0.35,22,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,1,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.18,0.14,0.59,-0.35,22,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,1,LI,1,1,EuroCOVIDhub-baseline,1,0.14,0.59,-0.35,22,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,1,LI,0.97,0.84,EuroCOVIDhub-baseline,0.84,0.62,0.95,-0.02,21,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,1,LI,0.97,0.84,EuroCOVIDhub-All_relative_skill_weighted_mean,0.99,0.62,0.95,-0.02,21,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,1,LI,0.97,0.84,EuroCOVIDhub-median,1.05,0.62,0.95,-0.02,21,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,1,LI,0.97,0.84,EuroCOVIDhub-All_relative_skill_weighted_median,1.09,0.62,0.95,-0.02,21,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,1,LI,0.97,0.84,EuroCOVIDhub-mean,1,0.62,0.95,-0.02,21,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,1,LI,1.03,0.8,EuroCOVIDhub-baseline,0.8,0.52,0.9,-0.24,21,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,1,LI,1.03,0.8,EuroCOVIDhub-All_relative_skill_weighted_mean,0.94,0.52,0.9,-0.24,21,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,1,LI,1.03,0.8,EuroCOVIDhub-All_relative_skill_weighted_median,1.03,0.52,0.9,-0.24,21,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,1,LI,1.03,0.8,EuroCOVIDhub-mean,0.95,0.52,0.9,-0.24,21,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,1,LI,1.03,0.8,EuroCOVIDhub-median,1,0.52,0.9,-0.24,21,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,LI,0.8,0.58,EuroCOVIDhub-baseline,0.6,0.74,0.89,0.06,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,LI,0.8,0.58,EuroCOVIDhub-All_relative_skill_weighted_median,0.92,0.74,0.89,0.06,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,LI,0.8,0.58,EuroCOVIDhub-mean,0.86,0.74,0.89,0.06,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,LI,0.8,0.58,EuroCOVIDhub-median,0.86,0.74,0.89,0.06,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,LI,0.8,0.58,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.74,0.89,0.06,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,LI,0.88,0.63,EuroCOVIDhub-baseline,0.65,0.7,0.89,0.04,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,LI,0.88,0.63,EuroCOVIDhub-All_relative_skill_weighted_mean,1.08,0.7,0.89,0.04,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,LI,0.88,0.63,EuroCOVIDhub-mean,0.93,0.7,0.89,0.04,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,LI,0.88,0.63,EuroCOVIDhub-median,0.93,0.7,0.89,0.04,27,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,LI,0.88,0.63,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.7,0.89,0.04,27,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,1,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.67,0.57,0.98,-0.01,46,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,1,LI,1,1,EuroCOVIDhub-mean,1.56,0.57,0.98,-0.01,46,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,1,LI,1,1,EuroCOVIDhub-median,1.56,0.57,0.98,-0.01,46,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,1,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.54,0.57,0.98,-0.01,46,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,1,LI,1,1,EuroCOVIDhub-baseline,1,0.57,0.98,-0.01,46,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,1,LI,0.69,0.66,EuroCOVIDhub-baseline,0.64,0.8,0.95,-0,44,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,1,LI,0.69,0.66,EuroCOVIDhub-median,1,0.8,0.95,-0,44,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,1,LI,0.69,0.66,EuroCOVIDhub-All_relative_skill_weighted_median,1.08,0.8,0.95,-0,44,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,1,LI,0.69,0.66,EuroCOVIDhub-All_relative_skill_weighted_mean,1.17,0.8,0.95,-0,44,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,1,LI,0.69,0.66,EuroCOVIDhub-mean,1,0.8,0.95,-0,44,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,1,LI,0.76,0.66,EuroCOVIDhub-baseline,0.64,0.8,0.95,-0.05,44,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,1,LI,0.76,0.66,EuroCOVIDhub-All_relative_skill_weighted_median,1.08,0.8,0.95,-0.05,44,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,1,LI,0.76,0.66,EuroCOVIDhub-All_relative_skill_weighted_mean,1.17,0.8,0.95,-0.05,44,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,1,LI,0.76,0.66,EuroCOVIDhub-mean,1,0.8,0.95,-0.05,44,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,1,LI,0.76,0.66,EuroCOVIDhub-median,1,0.8,0.95,-0.05,44,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,LI,1.06,0.6,EuroCOVIDhub-baseline,0.61,0.81,0.96,0.05,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,LI,1.06,0.6,EuroCOVIDhub-All_relative_skill_weighted_median,0.92,0.81,0.96,0.05,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,LI,1.06,0.6,EuroCOVIDhub-median,1.1,0.81,0.96,0.05,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,LI,1.06,0.6,EuroCOVIDhub-mean,0.79,0.81,0.96,0.05,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,LI,1.06,0.6,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.81,0.96,0.05,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,LI,1.06,0.66,EuroCOVIDhub-baseline,0.67,0.81,0.92,0.04,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,LI,1.06,0.66,EuroCOVIDhub-median,1.2,0.81,0.92,0.04,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,LI,1.06,0.66,EuroCOVIDhub-All_relative_skill_weighted_mean,1.09,0.81,0.92,0.04,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,LI,1.06,0.66,EuroCOVIDhub-mean,0.86,0.81,0.92,0.04,26,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,LI,1.06,0.66,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.81,0.92,0.04,26,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,2,LI,1,1,EuroCOVIDhub-median,1.83,0.8,1,0.02,45,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,2,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.64,0.8,1,0.02,45,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,2,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.5,0.8,1,0.02,45,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,2,LI,1,1,EuroCOVIDhub-mean,1.38,0.8,1,0.02,45,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,2,LI,1,1,EuroCOVIDhub-baseline,1,0.8,1,0.02,45,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,2,LI,1,0.75,EuroCOVIDhub-baseline,0.73,0.86,0.98,-0.01,43,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,2,LI,1,0.75,EuroCOVIDhub-All_relative_skill_weighted_median,1.17,0.86,0.98,-0.01,43,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,2,LI,1,0.75,EuroCOVIDhub-All_relative_skill_weighted_mean,1.27,0.86,0.98,-0.01,43,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,2,LI,1,0.75,EuroCOVIDhub-median,1.33,0.86,0.98,-0.01,43,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,2,LI,1,0.75,EuroCOVIDhub-mean,1,0.86,0.98,-0.01,43,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,2,LI,0.91,0.55,EuroCOVIDhub-baseline,0.55,0.81,0.98,-0.07,43,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,2,LI,0.91,0.55,EuroCOVIDhub-All_relative_skill_weighted_median,0.83,0.81,0.98,-0.07,43,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,2,LI,0.91,0.55,EuroCOVIDhub-All_relative_skill_weighted_mean,0.91,0.81,0.98,-0.07,43,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,2,LI,0.91,0.55,EuroCOVIDhub-mean,0.75,0.81,0.98,-0.07,43,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,2,LI,0.91,0.55,EuroCOVIDhub-median,1,0.81,0.98,-0.07,43,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,LI,1.16,1.28,EuroCOVIDhub-baseline,1.25,0.88,0.96,0.07,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,LI,1.16,1.28,EuroCOVIDhub-All_relative_skill_weighted_median,1.5,0.88,0.96,0.07,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,LI,1.16,1.28,EuroCOVIDhub-median,2.5,0.88,0.96,0.07,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,LI,1.16,1.28,EuroCOVIDhub-mean,0.79,0.88,0.96,0.07,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,LI,1.16,1.28,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.88,0.96,0.07,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,LI,0.88,0.85,EuroCOVIDhub-baseline,0.83,0.83,1,0.03,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,LI,0.88,0.85,EuroCOVIDhub-median,1.67,0.83,1,0.03,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,LI,0.88,0.85,EuroCOVIDhub-All_relative_skill_weighted_mean,0.67,0.83,1,0.03,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,LI,0.88,0.85,EuroCOVIDhub-mean,0.53,0.83,1,0.03,24,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,LI,0.88,0.85,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.83,1,0.03,24,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,4,LI,1,1,EuroCOVIDhub-median,1.67,0.89,1,-0.01,44,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,4,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.2,0.89,1,-0.01,44,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,4,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.8,0.89,1,-0.01,44,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,4,LI,1,1,EuroCOVIDhub-mean,0.68,0.89,1,-0.01,44,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,4,LI,1,1,EuroCOVIDhub-baseline,1,0.89,1,-0.01,44,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,4,LI,1.32,1.51,EuroCOVIDhub-All_relative_skill_weighted_mean,1.27,0.93,0.98,0.02,42,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,4,LI,1.32,1.51,EuroCOVIDhub-baseline,1.47,0.93,0.98,0.02,42,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,4,LI,1.32,1.51,EuroCOVIDhub-All_relative_skill_weighted_median,1.9,0.93,0.98,0.02,42,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,4,LI,1.32,1.51,EuroCOVIDhub-median,2.44,0.93,0.98,0.02,42,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,4,LI,1.32,1.51,EuroCOVIDhub-mean,1,0.93,0.98,0.02,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,4,LI,0.75,0.56,EuroCOVIDhub-All_relative_skill_weighted_mean,0.4,0.86,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,4,LI,0.75,0.56,EuroCOVIDhub-All_relative_skill_weighted_median,0.6,0.86,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,4,LI,0.75,0.56,EuroCOVIDhub-baseline,0.6,0.86,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,4,LI,0.75,0.56,EuroCOVIDhub-mean,0.41,0.86,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,4,LI,0.75,0.56,EuroCOVIDhub-median,1,0.86,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,LI,0.9,1.05,EuroCOVIDhub-baseline,1.08,0.88,0.96,0.05,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,LI,0.9,1.05,EuroCOVIDhub-All_relative_skill_weighted_median,1.4,0.88,0.96,0.05,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,LI,0.9,1.05,EuroCOVIDhub-median,1.75,0.88,0.96,0.05,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,LI,0.9,1.05,EuroCOVIDhub-mean,0.93,0.88,0.96,0.05,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,LI,0.9,1.05,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.88,0.96,0.05,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,LI,0.81,0.75,EuroCOVIDhub-baseline,0.77,0.84,0.92,0.02,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,LI,0.81,0.75,EuroCOVIDhub-median,1.25,0.84,0.92,0.02,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,LI,0.81,0.75,EuroCOVIDhub-All_relative_skill_weighted_mean,0.71,0.84,0.92,0.02,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,LI,0.81,0.75,EuroCOVIDhub-mean,0.67,0.84,0.92,0.02,25,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,LI,0.81,0.75,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.84,0.92,0.02,25,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,3,LI,1,1,EuroCOVIDhub-median,1.6,0.87,1,-0.03,45,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,3,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.3,0.87,1,-0.03,45,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,3,LI,1,1,EuroCOVIDhub-mean,1,0.87,1,-0.03,45,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,3,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.93,0.87,1,-0.03,45,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,3,LI,1,1,EuroCOVIDhub-baseline,1,0.87,1,-0.03,45,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,3,LI,1,1.06,EuroCOVIDhub-baseline,1,0.93,0.98,-0.01,42,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,3,LI,1,1.06,EuroCOVIDhub-All_relative_skill_weighted_mean,1.07,0.93,0.98,-0.01,42,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,3,LI,1,1.06,EuroCOVIDhub-All_relative_skill_weighted_median,1.5,0.93,0.98,-0.01,42,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,3,LI,1,1.06,EuroCOVIDhub-median,1.6,0.93,0.98,-0.01,42,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,3,LI,1,1.06,EuroCOVIDhub-mean,1,0.93,0.98,-0.01,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,3,LI,0.74,0.62,EuroCOVIDhub-All_relative_skill_weighted_mean,0.57,0.88,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,3,LI,0.74,0.62,EuroCOVIDhub-baseline,0.62,0.88,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,3,LI,0.74,0.62,EuroCOVIDhub-All_relative_skill_weighted_median,0.8,0.88,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,3,LI,0.74,0.62,EuroCOVIDhub-mean,0.62,0.88,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,3,LI,0.74,0.62,EuroCOVIDhub-median,1,0.88,0.98,-0.07,42,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LU,0.9,0.74,EuroCOVIDhub-baseline,0.74,0.6,0.9,0.02,48,1,Luxembourg
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LU,0.9,0.74,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.6,0.9,0.02,48,1,Luxembourg
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LU,0.9,0.74,EuroCOVIDhub-median,1.06,0.6,0.9,0.02,48,1,Luxembourg
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LU,0.9,0.74,EuroCOVIDhub-mean,1.07,0.6,0.9,0.02,48,1,Luxembourg
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LU,0.9,0.74,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.6,0.9,0.02,48,1,Luxembourg
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LU,0.91,0.76,EuroCOVIDhub-baseline,0.76,0.62,0.85,-0,48,1,Luxembourg
