location_name,location,date,value,source,type
Belgium,BE,2021-05-28,83,Public,Scraped
Belgium,BE,2021-05-29,92,Public,Scraped
Belgium,BE,2021-05-30,69,Public,Scraped
Belgium,BE,2021-05-31,56,Public,Scraped
Belgium,BE,2021-06-01,92,Public,Scraped
Belgium,BE,2021-06-02,81,Public,Scraped
Belgium,BE,2021-06-03,75,Public,Scraped
Belgium,BE,2021-06-04,74,Public,Scraped
Belgium,BE,2021-06-05,76,Public,Scraped
Belgium,BE,2021-06-06,46,Public,Scraped
Belgium,BE,2021-06-07,42,Public,Scraped
Belgium,BE,2021-06-08,73,Public,Scraped
Belgium,BE,2021-06-09,65,Public,Scraped
Belgium,BE,2021-06-10,48,Public,Scraped
Belgium,BE,2021-06-11,47,Public,Scraped
Belgium,BE,2021-06-12,45,Public,Scraped
Belgium,BE,2021-06-13,25,Public,Scraped
Belgium,BE,2021-06-14,40,Public,Scraped
Belgium,BE,2021-06-15,45,Public,Scraped
Belgium,BE,2021-06-16,27,Public,Scraped
Belgium,BE,2021-06-17,33,Public,Scraped
Belgium,BE,2021-06-18,29,Public,Scraped
Belgium,BE,2021-06-19,33,Public,Scraped
Belgium,BE,2021-06-20,28,Public,Scraped
Belgium,BE,2021-06-21,27,Public,Scraped
Belgium,BE,2021-06-22,24,Public,Scraped
Belgium,BE,2021-06-23,29,Public,Scraped
Belgium,BE,2021-06-24,30,Public,Scraped
Belgium,BE,2021-06-25,15,Public,Scraped
Belgium,BE,2020-08-17,21,Public,Scraped
Belgium,BE,2020-08-18,35,Public,Scraped
Belgium,BE,2020-08-19,39,Public,Scraped
Belgium,BE,2020-08-20,30,Public,Scraped
Belgium,BE,2020-08-21,31,Public,Scraped
Belgium,BE,2020-08-22,26,Public,Scraped
Belgium,BE,2020-08-23,18,Public,Scraped
Belgium,BE,2020-08-24,17,Public,Scraped
Belgium,BE,2020-08-25,12,Public,Scraped
Belgium,BE,2020-08-26,21,Public,Scraped
Belgium,BE,2020-08-27,21,Public,Scraped
Belgium,BE,2020-08-28,19,Public,Scraped
Belgium,BE,2020-08-29,8,Public,Scraped
Belgium,BE,2020-08-30,14,Public,Scraped
Belgium,BE,2020-08-31,18,Public,Scraped
Belgium,BE,2020-09-01,28,Public,Scraped
Belgium,BE,2020-09-02,26,Public,Scraped
Belgium,BE,2020-09-03,13,Public,Scraped
Belgium,BE,2020-09-04,22,Public,Scraped
