location_name,location,date,value,source,type
United Kingdom,GB,2021-04-20,138,Hub,Scraped
United Kingdom,GB,2021-04-19,180,Hub,Scraped
United Kingdom,GB,2021-04-18,142,Hub,Scraped
United Kingdom,GB,2021-04-17,159,Hub,Scraped
United Kingdom,GB,2021-04-16,161,Hub,Scraped
United Kingdom,GB,2021-04-15,163,Hub,Scraped
United Kingdom,GB,2021-04-14,198,Hub,Scraped
United Kingdom,GB,2021-04-13,183,Hub,Scraped
United Kingdom,GB,2021-04-12,210,Hub,Scraped
United Kingdom,GB,2021-04-11,205,Hub,Scraped
United Kingdom,GB,2021-04-10,188,Hub,Scraped
United Kingdom,GB,2021-04-09,207,Hub,Scraped
United Kingdom,GB,2021-04-08,209,Hub,Scraped
United Kingdom,GB,2021-04-07,235,Hub,Scraped
United Kingdom,GB,2021-04-06,227,Hub,Scraped
United Kingdom,GB,2021-04-05,239,Hub,Scraped
United Kingdom,GB,2021-04-04,197,Hub,Scraped
United Kingdom,GB,2021-04-03,223,Hub,Scraped
United Kingdom,GB,2021-04-02,238,Hub,Scraped
United Kingdom,GB,2021-04-01,234,Hub,Scraped
United Kingdom,GB,2021-03-31,269,Hub,Scraped
United Kingdom,GB,2021-03-30,258,Hub,Scraped
United Kingdom,GB,2021-03-29,253,Hub,Scraped
United Kingdom,GB,2021-03-28,272,Hub,Scraped
United Kingdom,GB,2021-03-27,273,Hub,Scraped
United Kingdom,GB,2021-03-26,299,Hub,Scraped
United Kingdom,GB,2021-03-25,342,Hub,Scraped
United Kingdom,GB,2021-03-24,350,Hub,Scraped
United Kingdom,GB,2021-03-23,369,Hub,Scraped
United Kingdom,GB,2021-03-22,362,Hub,Scraped
United Kingdom,GB,2021-03-21,358,Hub,Scraped
United Kingdom,GB,2021-03-20,364,Hub,Scraped
United Kingdom,GB,2021-03-19,382,Hub,Scraped
United Kingdom,GB,2021-03-18,451,Hub,Scraped
United Kingdom,GB,2021-03-17,446,Hub,Scraped
United Kingdom,GB,2021-03-16,441,Hub,Scraped
United Kingdom,GB,2021-03-15,503,Hub,Scraped
United Kingdom,GB,2021-03-14,430,Hub,Scraped
United Kingdom,GB,2021-03-13,463,Hub,Scraped
United Kingdom,GB,2021-03-12,485,Hub,Scraped
United Kingdom,GB,2021-03-11,552,Hub,Scraped
United Kingdom,GB,2021-03-10,567,Hub,Scraped
United Kingdom,GB,2021-03-09,579,Hub,Scraped
United Kingdom,GB,2021-03-08,579,Hub,Scraped
United Kingdom,GB,2021-03-07,536,Hub,Scraped
United Kingdom,GB,2021-03-06,639,Hub,Scraped
United Kingdom,GB,2021-03-05,603,Hub,Scraped
United Kingdom,GB,2021-03-04,705,Hub,Scraped
United Kingdom,GB,2021-03-03,716,Hub,Scraped
United Kingdom,GB,2021-03-02,836,Hub,Scraped
United Kingdom,GB,2021-03-01,824,Hub,Scraped
United Kingdom,GB,2021-02-28,771,Hub,Scraped
United Kingdom,GB,2021-02-27,742,Hub,Scraped
United Kingdom,GB,2021-02-26,864,Hub,Scraped
United Kingdom,GB,2021-02-25,970,Hub,Scraped
United Kingdom,GB,2021-02-24,1022,Hub,Scraped
United Kingdom,GB,2021-02-23,1124,Hub,Scraped
United Kingdom,GB,2021-02-22,1121,Hub,Scraped
United Kingdom,GB,2021-02-21,1158,Hub,Scraped
United Kingdom,GB,2021-02-20,1095,Hub,Scraped
United Kingdom,GB,2021-02-19,1274,Hub,Scraped
United Kingdom,GB,2021-02-18,1341,Hub,Scraped
United Kingdom,GB,2021-02-17,1414,Hub,Scraped
United Kingdom,GB,2021-02-16,1496,Hub,Scraped
United Kingdom,GB,2021-02-15,1508,Hub,Scraped
United Kingdom,GB,2021-02-14,1536,Hub,Scraped
United Kingdom,GB,2021-02-13,1429,Hub,Scraped
United Kingdom,GB,2021-02-12,1510,Hub,Scraped
United Kingdom,GB,2021-02-11,1681,Hub,Scraped
United Kingdom,GB,2021-02-10,1727,Hub,Scraped
United Kingdom,GB,2021-02-09,1756,Hub,Scraped
United Kingdom,GB,2021-02-08,1921,Hub,Scraped
